loglik,beta0,alpha_i0_1,alpha_i0_2,acceptance_beta0,acceptance_alpha_i0_1,acceptance_alpha_i0_2
-589.655,1.14069,4.3445e-05,0.000241532,0.20463,0.219678,0.223163
-588.264,1.14504,4.19621e-05,0.000234765,0.204631,0.219683,0.22318
-588.724,1.14548,4.05945e-05,0.000223778,0.204638,0.219688,0.223181
-588.409,1.14532,4.19989e-05,0.000231855,0.204627,0.219688,0.223185
-589.494,1.14172,4.37271e-05,0.000242626,0.20462,0.219691,0.223192
-590.312,1.14038,4.30087e-05,0.000235562,0.204619,0.219708,0.223199
-587.838,1.14524,4.12768e-05,0.000227257,0.204606,0.219729,0.223176
-588.337,1.14471,4.21397e-05,0.000235747,0.204609,0.219736,0.223162
-589.174,1.14509,4.15712e-05,0.000235046,0.204598,0.219736,0.223161
-589.009,1.14157,4.33546e-05,0.000237908,0.204602,0.219731,0.223163
-588.257,1.14512,4.1059e-05,0.000225117,0.204583,0.219729,0.223165
-589.019,1.14245,4.23911e-05,0.000230782,0.204597,0.219729,0.223159
-589.141,1.14357,4.29729e-05,0.000236378,0.204599,0.219714,0.223176
-588.836,1.14188,4.28191e-05,0.000238014,0.20459,0.219724,0.223183
-588.175,1.1439,4.21876e-05,0.000231166,0.204586,0.219734,0.223162
-589.042,1.14596,4.06077e-05,0.000221155,0.204593,0.219722,0.223161
-588.667,1.14373,4.16431e-05,0.000232338,0.204612,0.219717,0.223155
-588.455,1.14341,4.17471e-05,0.000229295,0.20461,0.219702,0.223162
-588.577,1.14246,4.3075e-05,0.00023736,0.204612,0.219689,0.223161
-587.817,1.14464,4.19539e-05,0.000232218,0.204606,0.219687,0.223165
-589.938,1.1479,4.08584e-05,0.000223711,0.204592,0.219672,0.223184
-587.875,1.14529,4.15845e-05,0.000229019,0.204581,0.219677,0.223176
-589.007,1.14516,4.17011e-05,0.00023554,0.204607,0.219705,0.223178
-587.802,1.1447,4.15357e-05,0.00023061,0.204611,0.219687,0.223182
-588.459,1.14362,4.17478e-05,0.00023243,0.204625,0.219697,0.223171
-588.167,1.14277,4.25039e-05,0.000234718,0.204624,0.21969,0.223168
-587.96,1.1449,4.13152e-05,0.000227083,0.204623,0.219705,0.223175
-589.251,1.14441,4.20917e-05,0.000237885,0.204611,0.219695,0.223169
-587.758,1.14472,4.18356e-05,0.000231356,0.204613,0.219693,0.223166
-591.992,1.14684,4.00438e-05,0.000214842,0.204614,0.21971,0.223172
-588.706,1.14699,4.07252e-05,0.000222786,0.204615,0.219718,0.223184
-589.365,1.14785,3.99952e-05,0.000225257,0.204607,0.219715,0.223183
-589.399,1.14575,4.0325e-05,0.000220856,0.204608,0.219718,0.2232
-591.462,1.14195,4.22531e-05,0.000226788,0.204605,0.219708,0.223207
-588.698,1.1438,4.27912e-05,0.000236641,0.204623,0.219703,0.223206
-588.221,1.14659,4.12667e-05,0.000228574,0.204597,0.219711,0.223222
-588.987,1.14573,4.19194e-05,0.000235607,0.204594,0.219718,0.223219
-589.454,1.14398,4.2315e-05,0.000229452,0.20459,0.219738,0.223246
-591.018,1.14041,4.27128e-05,0.000233601,0.204604,0.219751,0.223242
-588.944,1.14732,4.10294e-05,0.000225815,0.204608,0.219748,0.223254
-591.372,1.14226,4.32206e-05,0.000245762,0.204609,0.219753,0.223266
-591.714,1.13838,4.4813e-05,0.000247209,0.204608,0.219756,0.223275
-591.068,1.1444,4.16579e-05,0.000237578,0.204597,0.219748,0.223281
-592.384,1.14165,4.32253e-05,0.000246494,0.204593,0.219733,0.223286
-588.554,1.14436,4.24581e-05,0.000233893,0.204597,0.219748,0.223277
-588.494,1.14612,4.14733e-05,0.000227789,0.204596,0.219761,0.223271
-589.004,1.14354,4.1804e-05,0.000227133,0.204582,0.219759,0.223291
-590.077,1.14757,4.14464e-05,0.000231205,0.204584,0.219769,0.223292
-589.588,1.14797,4.01761e-05,0.000227219,0.20459,0.219769,0.223296
-588.19,1.14446,4.16264e-05,0.000232679,0.204574,0.219781,0.223305
-588.324,1.14306,4.23075e-05,0.000235608,0.204575,0.219784,0.223302
-589.139,1.14483,4.1414e-05,0.000224499,0.204581,0.219781,0.223284
-589.417,1.14383,4.21516e-05,0.000228182,0.204565,0.219789,0.223281
-588.891,1.1444,4.25069e-05,0.000238267,0.204562,0.219789,0.223267
-588.999,1.14563,4.19035e-05,0.000229722,0.204561,0.219789,0.223259
-588.999,1.14732,4.11663e-05,0.000227495,0.20454,0.219789,0.223261
-587.949,1.14646,4.10689e-05,0.000228726,0.204534,0.219789,0.223255
-589.531,1.14708,3.97717e-05,0.000220839,0.204538,0.219779,0.223254
-589.191,1.14388,4.15544e-05,0.000233127,0.204531,0.219762,0.223258
-589.6,1.14143,4.34095e-05,0.000242948,0.204535,0.219752,0.223268
-589.298,1.14528,4.17332e-05,0.000226701,0.204544,0.219764,0.223289
-588.844,1.14165,4.30174e-05,0.000238642,0.204538,0.219779,0.223281
-588.509,1.1439,4.14365e-05,0.000229407,0.204554,0.219792,0.223297
-588.637,1.14462,4.24239e-05,0.000236627,0.20456,0.219792,0.223299
-588.923,1.14794,3.98631e-05,0.000219261,0.204554,0.219799,0.223301
-588.528,1.14405,4.26057e-05,0.000237338,0.204561,0.219797,0.223305
-588.204,1.1438,4.16338e-05,0.000230137,0.204545,0.219789,0.223299
-587.84,1.1461,4.0956e-05,0.000226222,0.204549,0.21978,0.223296
-589.279,1.14697,4.15181e-05,0.000230246,0.204547,0.219794,0.2233
-588.594,1.14383,4.20006e-05,0.000235612,0.204544,0.219782,0.223306
-588.752,1.14608,4.10375e-05,0.000231267,0.20454,0.21978,0.223313
-588.319,1.14397,4.22016e-05,0.00023088,0.204539,0.219787,0.223302
-589.337,1.14516,4.11928e-05,0.000232606,0.20454,0.219782,0.223299
-596.483,1.13823,4.63348e-05,0.000259493,0.204532,0.21977,0.223306
-588.423,1.14369,4.27061e-05,0.000236113,0.204553,0.219782,0.223285
-588.539,1.14752,4.01266e-05,0.000221048,0.204562,0.21978,0.223284
-593.31,1.14844,4.16593e-05,0.000233219,0.204558,0.219778,0.223283
-589.01,1.14862,4.02138e-05,0.00022524,0.204564,0.219805,0.223275
-590.818,1.14793,4.11853e-05,0.000225949,0.204551,0.2198,0.223284
-589.556,1.14646,4.13659e-05,0.000225334,0.20454,0.21982,0.223288
-587.995,1.14447,4.21808e-05,0.000233882,0.204549,0.21981,0.223305
-588.449,1.14508,4.08756e-05,0.000226078,0.204548,0.219817,0.223314
-588.578,1.1449,4.09118e-05,0.000226589,0.204539,0.219812,0.223303
-591.155,1.14027,4.32052e-05,0.000233462,0.204545,0.219805,0.223315
-590.257,1.14491,4.12371e-05,0.00023397,0.204547,0.219795,0.223319
-588.243,1.14275,4.27259e-05,0.000235469,0.204558,0.21979,0.223323
-587.997,1.14416,4.21746e-05,0.000234901,0.204559,0.219783,0.223342
-588.851,1.14226,4.32017e-05,0.000240576,0.204558,0.219776,0.223343
-587.88,1.14599,4.11674e-05,0.000226903,0.204552,0.219768,0.22334
-589.359,1.14212,4.21383e-05,0.000232996,0.204549,0.219773,0.223322
-588.323,1.14244,4.26969e-05,0.000236263,0.204562,0.219788,0.223321
-587.934,1.14483,4.12706e-05,0.000228348,0.204554,0.219776,0.223308
-592.337,1.14497,3.99834e-05,0.000218655,0.204572,0.219771,0.223298
-590.911,1.14843,3.9515e-05,0.000214211,0.204583,0.219778,0.223289
-588.237,1.145,4.12687e-05,0.000225746,0.20458,0.219766,0.223276
-589.54,1.14891,3.98467e-05,0.000224472,0.204571,0.219769,0.223258
-588.275,1.14685,4.09687e-05,0.000229345,0.20457,0.219774,0.223258
-588.35,1.14563,4.14573e-05,0.000226886,0.204554,0.219762,0.223254
-589.163,1.14186,4.29687e-05,0.000240156,0.204556,0.219759,0.223251
-588.661,1.14331,4.21498e-05,0.000235995,0.204564,0.219764,0.223265
-590.077,1.14103,4.34205e-05,0.000235512,0.204571,0.219752,0.223276
-588.426,1.14231,4.25801e-05,0.000234649,0.204567,0.219752,0.223283
-588.058,1.14325,4.25368e-05,0.000235234,0.204573,0.219747,0.22327
-589.034,1.14206,4.32242e-05,0.000236497,0.204557,0.219747,0.223252
-590.925,1.14832,4.05649e-05,0.000231363,0.204564,0.219742,0.223246
-588.409,1.14612,4.11202e-05,0.000224936,0.204565,0.219752,0.223236
-588.776,1.14246,4.24073e-05,0.000236236,0.204561,0.219747,0.223235
-588.241,1.1433,4.25598e-05,0.00023379,0.204565,0.219747,0.223212
-587.859,1.14584,4.13936e-05,0.000230313,0.204564,0.21975,0.223202
-589.437,1.14537,4.19024e-05,0.000237134,0.204573,0.21973,0.223193
-588.53,1.14525,4.20855e-05,0.000235094,0.204567,0.219716,0.223197
-589.801,1.14759,4.06434e-05,0.000221205,0.204561,0.219716,0.223197
-588.1,1.14619,4.06893e-05,0.00022409,0.204555,0.219733,0.223196
-588.969,1.14414,4.22122e-05,0.000229652,0.204561,0.219733,0.223202
-589.252,1.14692,4.03523e-05,0.000219652,0.204553,0.219726,0.223199
-589.035,1.14548,4.08705e-05,0.000222227,0.204547,0.219728,0.223211
-591.063,1.1476,3.99555e-05,0.000215533,0.20456,0.219724,0.223207
-588.43,1.14716,4.1053e-05,0.000228745,0.204561,0.219729,0.223209
-590.619,1.14603,4.2333e-05,0.000234073,0.20456,0.219714,0.223206
-592.787,1.14572,4.19397e-05,0.000241415,0.204557,0.219712,0.223188
-588.224,1.14506,4.18326e-05,0.000234322,0.204578,0.219707,0.223195
-587.732,1.14474,4.16494e-05,0.000231073,0.204579,0.219687,0.223172
-588.871,1.14147,4.30774e-05,0.000236837,0.204573,0.21968,0.223166
-589.494,1.14219,4.20519e-05,0.000230169,0.204569,0.21967,0.22319
-587.889,1.14492,4.13442e-05,0.00022751,0.20458,0.219666,0.22317
-588.664,1.14279,4.20982e-05,0.000230441,0.204577,0.219651,0.223171
-588.389,1.14509,4.09352e-05,0.000227269,0.204571,0.219651,0.223173
-588.026,1.14586,4.15324e-05,0.000229592,0.20456,0.219646,0.223172
-587.972,1.14647,4.11411e-05,0.000227834,0.204561,0.219668,0.223183
-589.216,1.14659,4.08093e-05,0.00023076,0.20455,0.219673,0.223178
-587.969,1.14409,4.17246e-05,0.000229366,0.204559,0.219678,0.223165
-588.758,1.14388,4.13927e-05,0.000229958,0.204551,0.219681,0.223184
-591.071,1.14679,3.94979e-05,0.000219087,0.204567,0.219676,0.223197
-592.191,1.14382,4.33265e-05,0.000246375,0.204561,0.219698,0.223214
-589.128,1.14215,4.30126e-05,0.000240811,0.204545,0.219683,0.223213
-588.086,1.1452,4.10133e-05,0.000226056,0.204549,0.219703,0.223217
-589.424,1.14845,4.0692e-05,0.000226327,0.204545,0.219713,0.223202
-590.232,1.14879,4.03831e-05,0.000228803,0.204539,0.219718,0.223218
-591.418,1.14785,4.11313e-05,0.000234722,0.204545,0.219737,0.223215
-589.992,1.147,4.15332e-05,0.000228101,0.204542,0.219745,0.223221
-592.385,1.14192,4.44303e-05,0.000248823,0.204541,0.219735,0.223208
-588.963,1.14335,4.27898e-05,0.000240081,0.204554,0.219725,0.223222
-588.481,1.14476,4.22415e-05,0.000232584,0.204565,0.219742,0.223216
-588.678,1.14363,4.27946e-05,0.000238655,0.204567,0.219752,0.223225
-592.041,1.1413,4.26081e-05,0.000240849,0.204561,0.219757,0.223224
-590.998,1.13985,4.31273e-05,0.00023681,0.20456,0.219779,0.223221
-588.558,1.14689,4.12922e-05,0.000230154,0.204541,0.219784,0.223204
-587.995,1.14638,4.09862e-05,0.000225755,0.204526,0.219779,0.223183
-588.369,1.14319,4.23455e-05,0.000236369,0.204527,0.219789,0.223187
-588.391,1.14447,4.11754e-05,0.00022738,0.204521,0.219803,0.223177
-588.407,1.14515,4.12122e-05,0.000224983,0.204518,0.219784,0.223174
-587.94,1.14443,4.14984e-05,0.000228551,0.204514,0.219777,0.223173
-588.107,1.14516,4.10149e-05,0.000227156,0.204511,0.219789,0.223165
-588.113,1.14331,4.22746e-05,0.000235067,0.20451,0.219791,0.223162
-588.093,1.14524,4.14226e-05,0.000226899,0.204496,0.219784,0.223154
-588.437,1.14398,4.15041e-05,0.000227329,0.204488,0.219799,0.223165
-588.448,1.14217,4.2911e-05,0.000236925,0.204494,0.219792,0.223157
-589.138,1.14261,4.32265e-05,0.000236993,0.204505,0.219782,0.223176
-590.135,1.14043,4.36005e-05,0.000237177,0.204507,0.219772,0.22318
-589.393,1.14759,4.10904e-05,0.000226508,0.204508,0.219784,0.223177
-587.782,1.14497,4.14026e-05,0.000229756,0.204514,0.219787,0.223181
-587.817,1.14459,4.15766e-05,0.000229009,0.204508,0.219804,0.223177
-589.407,1.14509,4.1638e-05,0.000235835,0.204517,0.219799,0.223179
-587.9,1.1453,4.13039e-05,0.000230247,0.204528,0.219799,0.223183
-588.06,1.14411,4.1893e-05,0.000233729,0.204517,0.219785,0.223185
-589.818,1.14679,4.09423e-05,0.000222075,0.204506,0.219775,0.223206
-588.771,1.14226,4.23075e-05,0.000233194,0.204491,0.219775,0.223198
-592.269,1.1432,4.37099e-05,0.000247619,0.204487,0.21977,0.223209
-590.64,1.1447,4.06125e-05,0.000227391,0.204488,0.219782,0.223215
-587.721,1.14472,4.17409e-05,0.000231341,0.204475,0.219783,0.22322
-589.437,1.14533,4.0488e-05,0.000225117,0.204474,0.219795,0.223216
-588.378,1.14692,4.11718e-05,0.000228383,0.204476,0.219797,0.223208
-588.241,1.14642,4.06596e-05,0.000223224,0.20447,0.219788,0.223196
-595.448,1.14732,3.9228e-05,0.000224117,0.204471,0.219773,0.223204
-587.991,1.14684,4.06477e-05,0.000225751,0.204467,0.219776,0.22322
-590.12,1.14857,4.00797e-05,0.000218404,0.204466,0.21978,0.223224
-590.462,1.1441,4.31925e-05,0.000238716,0.204451,0.219768,0.223216
-590.771,1.15026,3.86721e-05,0.000215184,0.204447,0.219776,0.223213
-587.727,1.14507,4.13974e-05,0.000229028,0.204446,0.219773,0.223193
-589.173,1.14141,4.28462e-05,0.000234544,0.204448,0.219781,0.223185
-592.975,1.13789,4.41543e-05,0.000243531,0.204459,0.219781,0.223185
-588.126,1.14625,4.08769e-05,0.000228537,0.204455,0.219786,0.223179
-591.462,1.14284,4.1515e-05,0.00023343,0.204442,0.219778,0.223171
-588.325,1.14321,4.2671e-05,0.000234495,0.20446,0.219793,0.223182
-589.042,1.14789,4.05863e-05,0.000228509,0.204486,0.2198,0.223177
-591.339,1.13994,4.2941e-05,0.00023505,0.204477,0.219807,0.223176
-590.138,1.14281,4.28153e-05,0.000231283,0.204464,0.219815,0.22317
-587.76,1.14525,4.15088e-05,0.000230825,0.204461,0.219815,0.22315
-591.83,1.13886,4.50581e-05,0.00024895,0.20445,0.219817,0.223128
-588.758,1.14229,4.315e-05,0.000240109,0.204447,0.219822,0.223147
-588.558,1.14297,4.29577e-05,0.000238814,0.204446,0.219822,0.223139
-588.824,1.14591,4.17742e-05,0.000229646,0.204444,0.219839,0.223147
-590.171,1.14273,4.1814e-05,0.000226303,0.204443,0.219853,0.223144
-589.455,1.14383,4.29422e-05,0.000235877,0.20443,0.219856,0.223155
-587.868,1.14464,4.15027e-05,0.000228404,0.204432,0.219868,0.223174
-588.71,1.14209,4.27653e-05,0.000237836,0.204447,0.219865,0.223173
-588.083,1.14711,4.06932e-05,0.000225233,0.204437,0.219853,0.223158
-589.29,1.14118,4.29675e-05,0.000235292,0.204426,0.219868,0.223155
-588.142,1.14495,4.12456e-05,0.000226065,0.204418,0.219873,0.223161
-588.894,1.14553,4.19631e-05,0.000235848,0.204398,0.219875,0.223156
-588.555,1.14323,4.18219e-05,0.000231825,0.204399,0.219889,0.223174
-590.843,1.1506,3.9026e-05,0.000214627,0.204393,0.219889,0.223181
-589.436,1.14709,3.98481e-05,0.000222133,0.20439,0.219889,0.223165
-588.76,1.14476,4.09572e-05,0.000224392,0.204401,0.219885,0.223169
-589.996,1.14018,4.40826e-05,0.00024254,0.20439,0.219887,0.223173
-588.647,1.1447,4.23277e-05,0.000232957,0.204387,0.219878,0.223154
-588.331,1.14346,4.18449e-05,0.000232353,0.204395,0.219863,0.223148
-587.968,1.14563,4.09233e-05,0.000225803,0.204385,0.219871,0.223123
-588.862,1.14835,3.98992e-05,0.000219901,0.204369,0.219844,0.223116
-588.803,1.1469,4.13916e-05,0.000230884,0.204366,0.219859,0.223122
-589.162,1.14329,4.28469e-05,0.000240745,0.204369,0.219854,0.223121
-591.077,1.13927,4.40563e-05,0.000239694,0.204373,0.219875,0.223109
-590.885,1.1427,4.38415e-05,0.000241975,0.204377,0.219859,0.223108
-589.357,1.14148,4.29072e-05,0.000233778,0.204366,0.219871,0.223107
-588.538,1.14351,4.23321e-05,0.000230995,0.20437,0.219873,0.223097
-589.443,1.14327,4.27319e-05,0.000232151,0.204369,0.219873,0.223113
-589.12,1.14248,4.23875e-05,0.000237098,0.204361,0.219878,0.223114
-587.906,1.14552,4.16476e-05,0.00023147,0.204365,0.219864,0.223128
-590.549,1.14365,4.26659e-05,0.000242485,0.204368,0.219878,0.223137
-589.789,1.14981,3.97893e-05,0.000221935,0.204365,0.219899,0.223141
-589.471,1.14352,4.12652e-05,0.000227705,0.204369,0.21988,0.223135
-589.479,1.14313,4.30177e-05,0.00023467,0.204372,0.219878,0.223144
-589.148,1.14322,4.28191e-05,0.000233491,0.204371,0.219871,0.223141
-591.071,1.14491,4.29708e-05,0.000240942,0.204377,0.219861,0.22314
-589.4,1.14503,4.13629e-05,0.000223844,0.204381,0.219854,0.223144
-588.585,1.14454,4.24481e-05,0.000234645,0.20438,0.219847,0.223134
-588.288,1.14456,4.15188e-05,0.000232233,0.20436,0.219862,0.223128
-587.843,1.14438,4.1974e-05,0.000231327,0.204347,0.219869,0.223111
-589.84,1.1446,4.19918e-05,0.000238334,0.204344,0.219876,0.223103
-588.35,1.14772,4.03755e-05,0.000225124,0.20434,0.219866,0.223112
-588.796,1.14777,4.08368e-05,0.000228123,0.204337,0.219862,0.223121
-592.972,1.14003,4.34452e-05,0.000232181,0.204338,0.219871,0.223134
-588.797,1.14463,4.24952e-05,0.000235007,0.20433,0.219878,0.223145
-591.297,1.14015,4.46641e-05,0.000245016,0.204322,0.219869,0.22314
-588.832,1.1426,4.28835e-05,0.000239896,0.204342,0.219862,0.223134
-588.388,1.14343,4.25428e-05,0.000237662,0.20436,0.219862,0.223134
-588.223,1.14275,4.26821e-05,0.000236487,0.204354,0.219852,0.223123
-588.917,1.14464,4.15635e-05,0.000234136,0.204365,0.219836,0.223142
-588.866,1.14561,4.20823e-05,0.00023482,0.204352,0.219831,0.223134
-588.516,1.14433,4.12382e-05,0.000228872,0.204351,0.219836,0.22314
-588.935,1.14224,4.3169e-05,0.000240896,0.204345,0.219819,0.22313
-588.327,1.14284,4.2796e-05,0.000235604,0.204344,0.219824,0.223115
-589.37,1.14493,4.11528e-05,0.000222926,0.204353,0.219817,0.2231
-589.375,1.14452,4.27085e-05,0.000238844,0.204352,0.219817,0.223099
-588.777,1.1452,4.08447e-05,0.000223164,0.204351,0.219817,0.223101
-589.198,1.14804,4.07312e-05,0.000228895,0.204345,0.219824,0.223119
-588.988,1.14497,4.126e-05,0.00023229,0.204335,0.219827,0.22313
-589.405,1.14745,4.0735e-05,0.000230516,0.204329,0.219827,0.223146
-588.37,1.14585,4.08086e-05,0.000228125,0.204328,0.219829,0.223126
-588.594,1.14514,4.22088e-05,0.000233963,0.20431,0.219841,0.223137
-592.331,1.14103,4.36679e-05,0.000248332,0.204323,0.219841,0.223134
-589.429,1.14074,4.34867e-05,0.000240922,0.204327,0.219843,0.223115
-589.196,1.14153,4.26212e-05,0.000234489,0.204321,0.219851,0.223107
-588.369,1.147,4.02425e-05,0.000222981,0.204309,0.219848,0.223125
-592.053,1.14217,4.42371e-05,0.000248304,0.204317,0.219839,0.22315
-590.608,1.14041,4.44166e-05,0.000246367,0.204323,0.219832,0.22314
-588.278,1.144,4.25274e-05,0.000235342,0.204317,0.21983,0.223137
-588.323,1.14371,4.22034e-05,0.000230717,0.204304,0.219818,0.223136
-591.001,1.13939,4.45324e-05,0.000247371,0.204315,0.21982,0.223138
-589.08,1.14622,4.02584e-05,0.000224209,0.204302,0.219806,0.223142
-588.019,1.14583,4.15847e-05,0.000231048,0.204299,0.219823,0.223141
-588.217,1.1459,4.08873e-05,0.000228536,0.204274,0.219818,0.223136
-590.653,1.14217,4.16954e-05,0.000230228,0.204273,0.219823,0.223132
-588.916,1.14166,4.27137e-05,0.000235553,0.204265,0.219813,0.22316
-590.428,1.14015,4.34986e-05,0.000236482,0.204267,0.219827,0.223159
-589.706,1.14979,3.93381e-05,0.000219753,0.204268,0.219823,0.223168
-593.364,1.15115,3.90818e-05,0.000224019,0.204276,0.219825,0.223174
-588.186,1.14519,4.17753e-05,0.000233902,0.204257,0.219846,0.223178
-588.574,1.14382,4.17259e-05,0.000227537,0.204244,0.219844,0.223173
-589.764,1.14807,4.00581e-05,0.000226657,0.204238,0.219821,0.223196
-588.386,1.1442,4.1788e-05,0.000227994,0.204244,0.21983,0.223188
-590.317,1.14441,4.09432e-05,0.000230083,0.204236,0.219835,0.223194
-589.113,1.14449,4.22118e-05,0.000238159,0.204235,0.219818,0.223189
-589.192,1.14683,4.03617e-05,0.000227263,0.204246,0.219807,0.223171
-589.522,1.14751,3.96711e-05,0.000220909,0.204236,0.21979,0.223159
-589.641,1.14822,3.99667e-05,0.000225752,0.204237,0.219786,0.223182
-590.896,1.14112,4.24815e-05,0.000230132,0.204243,0.219781,0.223186
-588.101,1.14624,4.10967e-05,0.000225866,0.204235,0.219779,0.22319
-588.267,1.14462,4.11643e-05,0.000227472,0.204227,0.219779,0.223191
-588.689,1.14259,4.30848e-05,0.000239729,0.204233,0.219791,0.22319
-588.599,1.14554,4.07539e-05,0.000223041,0.204225,0.219769,0.223199
-588.019,1.14555,4.14355e-05,0.000227577,0.204214,0.219774,0.223201
-588.804,1.14408,4.27321e-05,0.000237658,0.204221,0.219772,0.223219
-589.399,1.1441,4.1097e-05,0.000224264,0.204205,0.219779,0.223208
-591.187,1.14245,4.21249e-05,0.000238227,0.204219,0.219784,0.223212
-590.146,1.14304,4.27805e-05,0.000242294,0.204213,0.219786,0.223226
-588.776,1.14249,4.31207e-05,0.000236818,0.204238,0.219784,0.22323
-591.224,1.13877,4.43188e-05,0.000242791,0.204253,0.219793,0.223234
-591.077,1.14484,4.2952e-05,0.000236631,0.204257,0.219786,0.223254
-591.739,1.14661,3.96268e-05,0.000222533,0.204284,0.2198,0.223267
-591.442,1.14943,3.90487e-05,0.000212205,0.204271,0.219793,0.223266
-589.795,1.14711,3.9711e-05,0.000220957,0.204273,0.219793,0.223256
-588.473,1.14355,4.27195e-05,0.000235253,0.204272,0.219801,0.223253
-588.248,1.14313,4.23401e-05,0.000232033,0.204278,0.219803,0.223271
-589.079,1.14566,4.21453e-05,0.000234206,0.204293,0.219831,0.223266
-588.571,1.14317,4.18115e-05,0.00022996,0.20428,0.219819,0.223256
-589.61,1.14158,4.3675e-05,0.000239205,0.204258,0.21981,0.223255
-591.026,1.15097,3.87362e-05,0.000213845,0.204255,0.219812,0.22324
-591.768,1.15197,3.86889e-05,0.000216155,0.204254,0.21981,0.223232
-587.74,1.14514,4.16337e-05,0.000231,0.204279,0.219813,0.223225
-590.38,1.14125,4.38424e-05,0.000238569,0.204282,0.219827,0.22324
-588.478,1.1439,4.15152e-05,0.000230692,0.204281,0.219822,0.223225
-588.111,1.14675,4.06591e-05,0.000226862,0.204283,0.21981,0.223218
-589.424,1.14245,4.33524e-05,0.000242664,0.204296,0.219799,0.223212
-590.975,1.14855,3.89502e-05,0.000214468,0.204295,0.219803,0.223211
-590.882,1.15117,3.90234e-05,0.000217835,0.204289,0.219806,0.223222
-588.36,1.14745,4.01751e-05,0.000222487,0.204281,0.21982,0.223215
-589.367,1.14572,4.09976e-05,0.000231763,0.204282,0.219808,0.223195
-588.105,1.14504,4.10627e-05,0.000227152,0.204291,0.219806,0.223199
-587.759,1.14449,4.18188e-05,0.000230764,0.204292,0.219799,0.223196
-588.321,1.14529,4.1634e-05,0.0002337,0.204289,0.219813,0.223186
-588.577,1.14561,4.17266e-05,0.000228768,0.204285,0.219808,0.223178
-588.826,1.14344,4.297e-05,0.000237437,0.204289,0.219841,0.223182
-588.41,1.14402,4.16926e-05,0.000232966,0.204272,0.219839,0.223198
-588.245,1.14428,4.13473e-05,0.000228077,0.20428,0.219827,0.223211
-588.121,1.14626,4.12817e-05,0.000230732,0.20427,0.21982,0.223208
-589.335,1.1447,4.2305e-05,0.00023082,0.204257,0.219818,0.223212
-591.005,1.14148,4.41373e-05,0.000241203,0.204256,0.21982,0.223209
-588.699,1.14179,4.2829e-05,0.000236508,0.204243,0.219813,0.22322
-588.669,1.14586,4.05781e-05,0.000226296,0.204273,0.219832,0.223217
-590.76,1.15025,3.87102e-05,0.000213801,0.204272,0.219832,0.223206
-588.249,1.14572,4.07041e-05,0.000225041,0.204266,0.219846,0.223196
-589.28,1.14201,4.26719e-05,0.000238619,0.20426,0.219848,0.223196
-589.898,1.14044,4.31763e-05,0.000238008,0.204262,0.219848,0.223204
-589.672,1.1455,4.23613e-05,0.000237245,0.204258,0.219851,0.223199
-588.213,1.14314,4.22433e-05,0.000231716,0.204269,0.219846,0.223207
-589.467,1.14624,4.11945e-05,0.000233549,0.204268,0.219858,0.223197
-588.302,1.14558,4.18512e-05,0.000233329,0.204274,0.219869,0.223197
-588.855,1.14627,4.15814e-05,0.000228509,0.204282,0.219863,0.223175
-587.788,1.1445,4.16064e-05,0.000229692,0.204274,0.219893,0.22316
-589.846,1.14754,4.10486e-05,0.000232427,0.204273,0.219886,0.223146
-588.029,1.14659,4.08893e-05,0.000225362,0.204268,0.219893,0.223133
-590.018,1.14896,3.96018e-05,0.000216347,0.204257,0.219877,0.223156
-587.703,1.14525,4.14858e-05,0.000229734,0.204254,0.219888,0.223157
-593.502,1.14744,4.20403e-05,0.000231023,0.204253,0.219884,0.223159
-587.899,1.14466,4.13909e-05,0.000229175,0.204261,0.219877,0.223161
-587.935,1.1463,4.07462e-05,0.000225992,0.204272,0.219865,0.223164
-589.315,1.14359,4.31066e-05,0.000239257,0.204266,0.219884,0.223152
-588.047,1.14351,4.2246e-05,0.000232077,0.204254,0.219895,0.223151
-588.916,1.14176,4.26129e-05,0.000234951,0.20426,0.219895,0.223165
-589.844,1.1421,4.23214e-05,0.000229345,0.204275,0.219921,0.223157
-589.367,1.145,4.06517e-05,0.00022599,0.204274,0.219909,0.223152
-588.544,1.14672,4.11014e-05,0.000225629,0.204294,0.21993,0.223146
-588.299,1.14363,4.19352e-05,0.000229346,0.204274,0.219919,0.22315
-592.226,1.13943,4.51409e-05,0.000250452,0.204259,0.21993,0.223154
-593.479,1.14111,4.49022e-05,0.000251969,0.204249,0.219912,0.223162
-588.371,1.1462,4.15348e-05,0.000232078,0.204246,0.219912,0.223176
-588.013,1.14423,4.22109e-05,0.000232646,0.204252,0.219902,0.223177
-588.856,1.14194,4.33373e-05,0.000238845,0.204237,0.219889,0.22317
-587.948,1.14549,4.15059e-05,0.00022836,0.20425,0.219879,0.223169
-590.867,1.14224,4.17931e-05,0.000233368,0.204247,0.219875,0.22317
-588.132,1.14553,4.0917e-05,0.0002249,0.204243,0.219886,0.223165
-589.61,1.14664,3.99582e-05,0.000218744,0.204231,0.219889,0.22316
-588.977,1.14603,4.17826e-05,0.000234783,0.20423,0.219889,0.223166
-588.023,1.14465,4.17278e-05,0.00022875,0.204222,0.219905,0.223163
-589.277,1.14172,4.3054e-05,0.000234437,0.204216,0.219903,0.223162
-590.503,1.14318,4.12184e-05,0.000224864,0.204208,0.219898,0.223164
