loglik,beta0,alpha_i0_1,alpha_i0_2,acceptance_beta0,acceptance_alpha_i0_1,acceptance_alpha_i0_2
-590.709,1.15011,4.00018e-05,0.00022438,0.208374,0.221343,0.222645
-587.914,1.14503,4.18199e-05,0.000232933,0.208353,0.22132,0.222631
-587.828,1.14438,4.18447e-05,0.000230348,0.208277,0.221374,0.222628
-590.091,1.14783,4.06619e-05,0.00022141,0.20818,0.221406,0.222614
-588.04,1.14427,4.22878e-05,0.000234469,0.208182,0.221382,0.222611
-588.239,1.14463,4.14014e-05,0.000231112,0.208184,0.221402,0.222608
-588.72,1.14785,3.9916e-05,0.000222267,0.208186,0.221467,0.222649
-589.251,1.147,4.08498e-05,0.000231092,0.208177,0.221432,0.222602
-587.821,1.14574,4.10407e-05,0.000227784,0.208212,0.221486,0.222577
-589.065,1.14369,4.28857e-05,0.000239936,0.208214,0.221484,0.222608
-588.101,1.1439,4.19957e-05,0.000234261,0.208194,0.22145,0.222605
-587.893,1.14463,4.14667e-05,0.00022823,0.208185,0.221481,0.222657
-588.621,1.1451,4.0942e-05,0.000223857,0.208154,0.221556,0.222698
-588.629,1.14579,4.17642e-05,0.000229637,0.208112,0.221467,0.222673
-590.616,1.14584,4.24442e-05,0.000235136,0.208037,0.221443,0.222637
-588.796,1.14475,4.11055e-05,0.000224148,0.207996,0.221398,0.222591
-588.438,1.14247,4.23964e-05,0.000233455,0.208074,0.221517,0.222642
-591.602,1.14339,4.17603e-05,0.000237498,0.208109,0.221504,0.222618
-590.324,1.13998,4.34355e-05,0.000240207,0.208122,0.221481,0.222582
-587.973,1.14533,4.18023e-05,0.000231603,0.208135,0.22149,0.222557
-587.924,1.14514,4.1719e-05,0.000229736,0.208093,0.221575,0.222544
-588.73,1.14199,4.30617e-05,0.000236159,0.208009,0.221563,0.222552
-590.086,1.1496,3.90014e-05,0.000216047,0.208087,0.221605,0.222517
-587.89,1.14619,4.12423e-05,0.000229243,0.208056,0.221559,0.222536
-589.451,1.14549,4.03739e-05,0.000221794,0.208113,0.22159,0.222479
-589.734,1.14399,4.20875e-05,0.000238415,0.208082,0.221599,0.222454
-589.789,1.1452,4.06244e-05,0.000220697,0.208084,0.221587,0.222441
-588.532,1.14689,4.12829e-05,0.000229581,0.208097,0.221542,0.222438
-588.241,1.14648,4.1267e-05,0.000227713,0.208078,0.221454,0.222468
-588.462,1.14329,4.19737e-05,0.000229522,0.208026,0.221452,0.222347
-589.51,1.14365,4.3107e-05,0.000237812,0.208049,0.221601,0.222366
-590.637,1.14224,4.21777e-05,0.00022729,0.208009,0.221611,0.22232
-588.392,1.14237,4.28638e-05,0.000236101,0.208021,0.221566,0.222328
-588.733,1.1425,4.30062e-05,0.000239902,0.207948,0.2215,0.222315
-589.038,1.14151,4.34849e-05,0.000239579,0.207961,0.221541,0.222291
-589.482,1.14236,4.26202e-05,0.000230966,0.207985,0.221539,0.222332
-587.877,1.14389,4.22273e-05,0.000233786,0.208073,0.221548,0.222329
-588.138,1.14674,4.11343e-05,0.000228432,0.208096,0.221493,0.222327
-588.93,1.14832,4.05131e-05,0.000224759,0.208098,0.221534,0.22241
-588.889,1.14376,4.22266e-05,0.00022958,0.208047,0.221437,0.222322
-591.056,1.14274,4.38081e-05,0.000245738,0.208049,0.221403,0.22233
-589.391,1.14386,4.28205e-05,0.000234395,0.207977,0.221402,0.222381
-590.351,1.14387,4.18163e-05,0.000224913,0.207957,0.22139,0.22241
-589.435,1.1471,3.97772e-05,0.000219512,0.20796,0.221335,0.222439
-588.116,1.14605,4.07824e-05,0.00022416,0.207962,0.221344,0.222415
-589.964,1.14842,4.0847e-05,0.000226097,0.207922,0.221375,0.222371
-590.262,1.15021,3.91954e-05,0.000216122,0.20786,0.221363,0.222442
-588.335,1.14512,4.15752e-05,0.000233405,0.207926,0.221393,0.222418
-588.304,1.14333,4.19264e-05,0.000232582,0.207918,0.221381,0.222342
-588.857,1.14769,4.01803e-05,0.000225611,0.207972,0.221316,0.222392
-588.536,1.14503,4.08555e-05,0.000225581,0.208038,0.221357,0.222369
-587.839,1.14471,4.17666e-05,0.000229875,0.208019,0.221356,0.222335
-589.396,1.14235,4.35257e-05,0.000240106,0.207958,0.221365,0.222374
-588.139,1.14316,4.2535e-05,0.000234051,0.207907,0.221374,0.222445
-588.275,1.14338,4.2002e-05,0.000230112,0.207889,0.221498,0.222453
-589.053,1.14839,3.966e-05,0.00021889,0.207964,0.221476,0.22243
-591.507,1.15087,3.8898e-05,0.000220192,0.207893,0.221485,0.222479
-588.973,1.14554,4.04875e-05,0.000222901,0.207906,0.221535,0.222383
-589.744,1.14786,3.97525e-05,0.000216843,0.207866,0.221586,0.222359
-589.445,1.14721,4.02528e-05,0.000227183,0.207848,0.221595,0.222346
-594.182,1.15298,3.87036e-05,0.000219718,0.20785,0.221541,0.222281
-587.927,1.14543,4.14178e-05,0.000227637,0.207769,0.221539,0.222227
-592.321,1.14502,4.19818e-05,0.000241272,0.207844,0.221486,0.222235
-589.295,1.14425,4.27714e-05,0.000235571,0.207867,0.221463,0.222305
-588.819,1.14486,4.20812e-05,0.000229967,0.207838,0.221514,0.222355
-588.335,1.14401,4.22617e-05,0.000236568,0.207819,0.221491,0.222363
-589.487,1.14454,4.27768e-05,0.000237275,0.207687,0.221604,0.222381
-588.811,1.14633,4.08463e-05,0.000222572,0.2077,0.221633,0.222389
-588.343,1.14576,4.06614e-05,0.000225555,0.207785,0.221673,0.222376
-588.42,1.14749,4.0819e-05,0.000226757,0.207746,0.221682,0.222394
-590.239,1.14225,4.38409e-05,0.000242113,0.207727,0.221659,0.222433
-590.043,1.14572,4.03159e-05,0.000219168,0.207627,0.221699,0.2224
-588.167,1.14346,4.21794e-05,0.000234985,0.207598,0.221656,0.222418
-587.782,1.14559,4.14781e-05,0.00023025,0.20758,0.221716,0.222415
-588.077,1.14623,4.13765e-05,0.000230514,0.207562,0.221694,0.222495
-588.112,1.14502,4.1886e-05,0.000230377,0.207482,0.221753,0.222482
-589.419,1.14329,4.23947e-05,0.000229595,0.207516,0.221762,0.222459
-587.86,1.14579,4.14412e-05,0.000229222,0.207549,0.22177,0.222457
-587.917,1.1451,4.12466e-05,0.000229304,0.207552,0.221748,0.222362
-590.672,1.13962,4.38532e-05,0.000238896,0.207564,0.221726,0.222503
-591.356,1.14063,4.45819e-05,0.000248599,0.207536,0.221734,0.22248
-589.05,1.14429,4.27308e-05,0.000238128,0.2076,0.221692,0.222457
-588.217,1.14688,4.03695e-05,0.000223632,0.207582,0.22168,0.222444
-588.209,1.14715,4.08931e-05,0.000226958,0.207534,0.221709,0.222533
-588.416,1.14286,4.29291e-05,0.000237577,0.207567,0.221798,0.222571
-588.511,1.143,4.26082e-05,0.000238067,0.207569,0.221797,0.222559
-588.479,1.1433,4.24992e-05,0.000237724,0.207612,0.221754,0.222566
-588.822,1.14305,4.25617e-05,0.00023184,0.207625,0.221712,0.222655
-589.941,1.15019,3.9356e-05,0.00021885,0.207728,0.2217,0.222642
-588.441,1.14721,4.06802e-05,0.000223597,0.207751,0.221759,0.22268
-588.661,1.14559,4.11696e-05,0.000231701,0.207713,0.221676,0.222637
-589.377,1.14258,4.18184e-05,0.000229985,0.207745,0.221725,0.222624
-588.652,1.14487,4.13536e-05,0.000232251,0.207677,0.221693,0.222601
-589.069,1.14283,4.28101e-05,0.000240358,0.20776,0.221732,0.222629
-588.993,1.14608,4.18552e-05,0.000231241,0.207792,0.22172,0.222586
-588.647,1.14626,4.03546e-05,0.000224104,0.207835,0.221678,0.222593
-591.737,1.1472,4.20016e-05,0.000233207,0.207817,0.221646,0.222631
-588.134,1.14601,4.14649e-05,0.000231657,0.207819,0.221654,0.222668
-588.957,1.14451,4.14934e-05,0.000233464,0.207741,0.221633,0.222686
-588.788,1.14729,4.04122e-05,0.000221092,0.207783,0.221711,0.222623
-588.914,1.14743,4.10302e-05,0.000230173,0.207746,0.221649,0.22261
-588.357,1.14655,4.13695e-05,0.000229158,0.207718,0.221598,0.222618
-588.604,1.14699,4.01508e-05,0.000223213,0.20773,0.221566,0.222565
-587.96,1.14644,4.07216e-05,0.000226267,0.207732,0.221515,0.222573
-587.851,1.14384,4.20164e-05,0.000232695,0.207765,0.221513,0.22254
-589.255,1.14309,4.23074e-05,0.000229315,0.207747,0.221472,0.222587
-590.313,1.14043,4.34205e-05,0.000242412,0.207789,0.221371,0.222635
-588.986,1.14691,4.06179e-05,0.00022143,0.207791,0.221389,0.222592
-588.163,1.14736,4.06349e-05,0.000225718,0.207774,0.221388,0.22261
-588.013,1.14525,4.1236e-05,0.000226252,0.207805,0.221407,0.222647
-588.566,1.1465,4.05238e-05,0.000221792,0.207788,0.221425,0.222614
-589.321,1.14133,4.34809e-05,0.000242209,0.20778,0.221483,0.222631
-589.565,1.1446,4.22858e-05,0.000229979,0.207772,0.221571,0.222678
-590.199,1.14785,4.03055e-05,0.000229102,0.207785,0.221589,0.222676
-588.311,1.14388,4.16649e-05,0.000228142,0.207737,0.221558,0.222713
-588.279,1.14496,4.2136e-05,0.000234603,0.20772,0.221576,0.22271
-588.891,1.14217,4.29379e-05,0.000239781,0.207693,0.221604,0.222747
-588.644,1.14618,4.16771e-05,0.000233051,0.207596,0.221602,0.222685
-588.263,1.14431,4.1319e-05,0.000228051,0.207579,0.22163,0.222731
-588.197,1.14578,4.11652e-05,0.000230682,0.207523,0.22156,0.222719
-588.592,1.14407,4.24753e-05,0.000232986,0.207545,0.221548,0.222667
-590.002,1.14429,4.07677e-05,0.000223267,0.207498,0.221517,0.222684
-588.187,1.14587,4.10118e-05,0.000229535,0.2075,0.221506,0.22275
-589.661,1.14264,4.18049e-05,0.000232467,0.207522,0.221544,0.222689
-588,1.1446,4.17108e-05,0.000232892,0.207456,0.221503,0.222745
-587.98,1.14382,4.18549e-05,0.000232159,0.207469,0.221502,0.222849
-588.872,1.14184,4.27487e-05,0.000233999,0.2075,0.22151,0.222866
-588.36,1.14334,4.18834e-05,0.000232355,0.207561,0.221489,0.222912
-590.071,1.14111,4.40684e-05,0.000244913,0.207554,0.221517,0.222899
-588.521,1.14222,4.3004e-05,0.000236718,0.207459,0.221593,0.222897
-589.293,1.14325,4.31607e-05,0.000237602,0.207462,0.221553,0.222913
-588.933,1.14192,4.26558e-05,0.000237082,0.207513,0.221551,0.22294
-588.674,1.14213,4.31353e-05,0.000237216,0.207466,0.221589,0.222898
-589.051,1.143,4.32067e-05,0.000240135,0.20742,0.221509,0.222934
-589.603,1.14158,4.38004e-05,0.00024309,0.207384,0.221508,0.222931
-587.802,1.14439,4.19892e-05,0.000232958,0.207329,0.221555,0.22289
-588.433,1.14306,4.21092e-05,0.000234178,0.207312,0.221582,0.222896
-588.267,1.14413,4.15104e-05,0.000227589,0.207276,0.221533,0.222874
-587.88,1.14394,4.22206e-05,0.000233906,0.207288,0.221502,0.222929
-590.955,1.14404,4.32284e-05,0.000243457,0.207252,0.221443,0.222917
-588.222,1.14559,4.14339e-05,0.000232372,0.207274,0.221413,0.222953
-590.494,1.14377,4.09798e-05,0.000228226,0.207248,0.22144,0.222979
-588.95,1.14185,4.31686e-05,0.000240536,0.207231,0.221477,0.222985
-588.01,1.14366,4.22869e-05,0.000232604,0.207167,0.221466,0.222935
-589.363,1.14489,4.20761e-05,0.000237941,0.207122,0.221446,0.22298
-587.984,1.14494,4.19795e-05,0.0002324,0.207144,0.221435,0.222977
-590.838,1.14807,3.95555e-05,0.000223771,0.207108,0.221414,0.222926
-588.105,1.14495,4.13199e-05,0.000230592,0.20712,0.221422,0.222895
-587.851,1.14504,4.12453e-05,0.000227808,0.207066,0.221392,0.222825
-587.775,1.14502,4.14194e-05,0.000230027,0.207011,0.221353,0.222803
-588.007,1.14325,4.23656e-05,0.000234593,0.207005,0.221285,0.222848
-588.849,1.14343,4.21124e-05,0.000236372,0.206989,0.221274,0.222884
-589.083,1.14468,4.16882e-05,0.00023537,0.206925,0.221168,0.222871
-587.98,1.14585,4.12917e-05,0.000227121,0.206909,0.221148,0.222859
-589.069,1.14901,3.973e-05,0.000220087,0.206959,0.221147,0.222866
-588.317,1.1434,4.18588e-05,0.000229808,0.206943,0.221174,0.222854
-587.736,1.14541,4.14919e-05,0.000230229,0.206899,0.221173,0.22287
-587.816,1.14583,4.1024e-05,0.00022772,0.206939,0.22121,0.222905
-588.225,1.1463,4.08119e-05,0.000228373,0.206923,0.221266,0.223006
-587.945,1.14667,4.08501e-05,0.000227261,0.206898,0.221236,0.222985
-590.331,1.14341,4.17536e-05,0.000235863,0.206882,0.221235,0.222935
-588.11,1.14468,4.21361e-05,0.00023258,0.206847,0.221243,0.222988
-588.961,1.14569,4.17912e-05,0.00022874,0.20686,0.221251,0.222939
-588.63,1.14706,4.09346e-05,0.00023007,0.206778,0.221344,0.222964
-588.554,1.14453,4.24213e-05,0.000234203,0.206781,0.221343,0.222989
-590.423,1.14202,4.33627e-05,0.000234697,0.206784,0.221333,0.222977
-589.689,1.14346,4.30191e-05,0.000235031,0.206824,0.221425,0.223059
-592.838,1.14378,4.05934e-05,0.000219286,0.206743,0.221443,0.223084
-589.105,1.14511,4.07616e-05,0.000227498,0.20668,0.221422,0.223119
-588.469,1.14709,4.07495e-05,0.000223765,0.20673,0.221346,0.22305
-588.275,1.14583,4.0784e-05,0.000227454,0.206724,0.221336,0.22301
-589.991,1.15012,3.94939e-05,0.000221133,0.206746,0.22125,0.223017
-590.534,1.14957,4.03489e-05,0.000225226,0.206786,0.221221,0.223023
-589.927,1.14788,3.94746e-05,0.000216473,0.206742,0.221248,0.222983
-588.841,1.14445,4.26035e-05,0.000236248,0.206727,0.221275,0.22299
-589.556,1.14086,4.31366e-05,0.000235837,0.20673,0.221274,0.223015
-589.169,1.14626,4.10908e-05,0.000232445,0.206752,0.221217,0.222975
-589.399,1.14924,3.98261e-05,0.00021991,0.206764,0.221225,0.222981
-592.109,1.14932,4.07145e-05,0.000231413,0.206758,0.221242,0.222941
-588.544,1.14458,4.15113e-05,0.000226145,0.20677,0.221176,0.222966
-589.766,1.14792,4.11479e-05,0.000230068,0.206736,0.221231,0.222945
-591.247,1.14521,4.01107e-05,0.000222838,0.206776,0.221174,0.222942
-588.321,1.14549,4.18994e-05,0.000233641,0.206788,0.221136,0.22294
-588.304,1.14338,4.20463e-05,0.000230118,0.206699,0.221153,0.222937
-588.823,1.14708,4.11989e-05,0.00022729,0.206692,0.221134,0.222962
-589.181,1.14318,4.24058e-05,0.000230052,0.206732,0.221087,0.223033
-587.933,1.14497,4.15919e-05,0.00023218,0.206735,0.221104,0.223003
-589.402,1.14641,4.11316e-05,0.000223527,0.206683,0.221112,0.222935
-588.495,1.14474,4.16913e-05,0.00022728,0.206668,0.221176,0.222942
-588.042,1.14472,4.13879e-05,0.000230443,0.206698,0.221184,0.222921
-592.907,1.14166,4.46327e-05,0.000245622,0.206711,0.221173,0.222918
-588.15,1.1432,4.26489e-05,0.000235706,0.206668,0.221181,0.22286
-587.789,1.14422,4.18572e-05,0.000230897,0.206717,0.221144,0.222876
-591.457,1.15074,3.91394e-05,0.000221958,0.206729,0.221134,0.222855
-588.996,1.14625,4.18248e-05,0.000232438,0.206704,0.221105,0.222871
-589.754,1.14161,4.24091e-05,0.000231275,0.206781,0.221086,0.222813
-588.225,1.14703,4.05882e-05,0.000223423,0.206765,0.221085,0.22282
-588.757,1.14821,3.98176e-05,0.000220896,0.206786,0.221084,0.222863
-588.931,1.14551,4.06487e-05,0.000226915,0.206744,0.221092,0.222851
-589.143,1.14659,4.09643e-05,0.000231644,0.206765,0.221064,0.222858
-589.717,1.14501,4.18177e-05,0.000226367,0.206759,0.221081,0.222882
-587.887,1.1438,4.20806e-05,0.000233503,0.206725,0.221107,0.222889
-589.981,1.14234,4.34191e-05,0.000236483,0.206683,0.221097,0.222904
-588.953,1.14235,4.33402e-05,0.000240442,0.206731,0.221087,0.22292
-588.108,1.14304,4.25441e-05,0.000234502,0.206743,0.221113,0.222908
-587.779,1.14416,4.18971e-05,0.000231933,0.206737,0.221085,0.222851
-589.936,1.14058,4.39132e-05,0.00024446,0.206749,0.221093,0.22293
-589.81,1.14304,4.31648e-05,0.000235426,0.20677,0.221047,0.222991
-588.338,1.14741,4.02292e-05,0.000222287,0.206845,0.221091,0.222997
-588.481,1.1475,4.06647e-05,0.000227739,0.206848,0.221063,0.222949
-589.85,1.14583,4.02466e-05,0.000219465,0.206788,0.221017,0.223037
-588.957,1.14639,4.17387e-05,0.000232365,0.206791,0.221016,0.222989
-589.344,1.14125,4.2838e-05,0.000234597,0.206794,0.221006,0.223085
-587.726,1.14468,4.16127e-05,0.000230111,0.206824,0.220897,0.223065
-590.171,1.14282,4.25186e-05,0.00022918,0.206845,0.220959,0.223026
-590.796,1.14898,4.07562e-05,0.000229494,0.206811,0.220941,0.223014
-588.114,1.1455,4.16793e-05,0.000232965,0.206859,0.220913,0.223011
-589.41,1.14927,3.97104e-05,0.000222646,0.206862,0.220849,0.223009
-589.246,1.14125,4.35101e-05,0.000238547,0.206874,0.220831,0.222943
-591.849,1.14618,4.02658e-05,0.00022913,0.206894,0.22083,0.223012
-591.84,1.13897,4.38077e-05,0.000237686,0.206906,0.220802,0.222983
-589.896,1.1463,4.15447e-05,0.000235821,0.206882,0.220757,0.223061
-589.3,1.14373,4.2322e-05,0.000238916,0.206849,0.220712,0.223067
-589.975,1.14615,4.02202e-05,0.000218506,0.206816,0.220631,0.223126
-588.394,1.14669,4.13154e-05,0.000229027,0.206828,0.220586,0.223168
-588.962,1.14864,4.02661e-05,0.000224761,0.206822,0.220648,0.223236
-591.659,1.14977,3.88969e-05,0.000220245,0.206771,0.220647,0.223234
-589.259,1.14466,4.1292e-05,0.000223799,0.206845,0.220682,0.223248
-587.743,1.14461,4.177e-05,0.000230589,0.206901,0.220743,0.223263
-593.247,1.14556,4.04699e-05,0.000231449,0.206957,0.220725,0.223216
-588.983,1.14132,4.31591e-05,0.000238841,0.206951,0.220795,0.223275
-587.882,1.14418,4.20941e-05,0.000233978,0.206901,0.220812,0.223308
-588.941,1.14172,4.33707e-05,0.00024068,0.206859,0.220829,0.223305
-589.228,1.141,4.3302e-05,0.000237559,0.206862,0.220864,0.22332
-588.337,1.14739,4.03916e-05,0.000222546,0.206865,0.220898,0.223352
-588.409,1.14288,4.20873e-05,0.000232124,0.206788,0.220915,0.223375
-590.286,1.14154,4.34112e-05,0.000244539,0.206818,0.220897,0.223434
-588.735,1.14569,4.17703e-05,0.000229062,0.206812,0.220914,0.223352
-588.443,1.14296,4.26652e-05,0.000233721,0.206762,0.220869,0.223384
-587.707,1.14529,4.13731e-05,0.00022912,0.206817,0.220903,0.223311
-593.001,1.14417,4.18357e-05,0.000222447,0.206794,0.220876,0.223282
-587.809,1.14427,4.20141e-05,0.000231945,0.206779,0.220849,0.223331
-590.801,1.14345,4.09699e-05,0.000224455,0.206712,0.220831,0.223372
-588.311,1.14743,4.04302e-05,0.000225764,0.206714,0.220856,0.223369
-589.492,1.14966,3.9554e-05,0.000219907,0.206726,0.220855,0.223419
-588.489,1.14597,4.08131e-05,0.00022874,0.206773,0.220811,0.223442
-588.044,1.14561,4.13523e-05,0.000231357,0.206741,0.220758,0.223395
-592.673,1.14474,4.2212e-05,0.000242794,0.206708,0.220757,0.223375
-588.531,1.14513,4.08234e-05,0.00022596,0.206659,0.22073,0.223363
-588.129,1.14663,4.05688e-05,0.00022355,0.206706,0.220721,0.223343
-595.732,1.15046,4.01701e-05,0.000217476,0.206761,0.220781,0.223366
-589.354,1.14527,4.16581e-05,0.000235913,0.206755,0.220711,0.223415
-587.974,1.14558,4.09359e-05,0.000225861,0.206714,0.220641,0.223395
-588.309,1.14535,4.19136e-05,0.000231101,0.206708,0.220675,0.223427
-589.159,1.14557,4.1261e-05,0.000233263,0.20672,0.220623,0.223424
-588.174,1.14655,4.12738e-05,0.000228926,0.206705,0.220605,0.223412
-588.354,1.14577,4.13013e-05,0.000231987,0.206639,0.220587,0.22334
-587.796,1.14576,4.10899e-05,0.000226875,0.206633,0.220621,0.223372
-588.357,1.14529,4.18954e-05,0.000234574,0.206653,0.220603,0.223403
-588.521,1.14248,4.29469e-05,0.000235968,0.206674,0.220594,0.223331
-588.021,1.14459,4.18799e-05,0.000233943,0.206745,0.220585,0.22332
-590.83,1.14058,4.4447e-05,0.000244328,0.206765,0.220593,0.223386
-592.174,1.14444,4.33729e-05,0.00023931,0.206768,0.220532,0.223443
-589.378,1.14263,4.3429e-05,0.000239505,0.206728,0.220454,0.223432
-590.161,1.14303,4.3449e-05,0.000238425,0.206679,0.220462,0.22342
-588.109,1.14501,4.19761e-05,0.000234075,0.206648,0.220471,0.223409
-589.109,1.14154,4.35566e-05,0.000240747,0.206599,0.220453,0.223449
-587.922,1.14546,4.15157e-05,0.000231716,0.206653,0.220436,0.223394
-587.946,1.14518,4.15061e-05,0.000227907,0.206571,0.220427,0.223349
-588.444,1.14359,4.21388e-05,0.000235848,0.206539,0.220443,0.223346
-588.573,1.14405,4.1347e-05,0.000226894,0.206636,0.220409,0.223317
-592.144,1.14163,4.16435e-05,0.000227846,0.206588,0.220357,0.223314
-591.317,1.14206,4.39415e-05,0.000239452,0.206582,0.220374,0.223277
-589.201,1.14398,4.29175e-05,0.000237802,0.206628,0.220374,0.223257
-587.854,1.14393,4.19182e-05,0.000232206,0.206622,0.220356,0.22328
-588.505,1.14478,4.18814e-05,0.000235394,0.206583,0.220347,0.223295
-588.886,1.14634,4.11922e-05,0.00022479,0.206585,0.22039,0.223283
-590.476,1.14673,4.19963e-05,0.000234309,0.206554,0.220372,0.223306
-588.964,1.14303,4.28386e-05,0.00023385,0.206515,0.220397,0.223278
-588.927,1.14155,4.3402e-05,0.000239875,0.206518,0.220363,0.223258
-589.101,1.14248,4.33881e-05,0.000240414,0.206512,0.220329,0.223255
-590.966,1.14164,4.27993e-05,0.000241821,0.206515,0.220312,0.223269
-588.575,1.14766,4.0371e-05,0.000221998,0.206544,0.220303,0.2233
-588.564,1.14728,4.08868e-05,0.000225295,0.206572,0.220328,0.223374
-589.223,1.14467,4.17946e-05,0.000236278,0.206516,0.220379,0.223405
-589.067,1.14893,3.99962e-05,0.000221597,0.206535,0.220344,0.223453
-588.554,1.14612,4.06867e-05,0.000227913,0.206581,0.220386,0.223424
-588.006,1.14423,4.21427e-05,0.000231848,0.2066,0.220403,0.223413
-588.064,1.14434,4.21466e-05,0.000231827,0.206679,0.220461,0.223427
-588.011,1.14566,4.16317e-05,0.000231864,0.206673,0.220461,0.22339
-590.165,1.14652,4.20249e-05,0.0002338,0.206693,0.220469,0.223404
-589.417,1.1465,3.99806e-05,0.000220735,0.206654,0.220519,0.223427
-588.621,1.1448,4.10909e-05,0.000229317,0.206615,0.220468,0.223407
-588.997,1.14337,4.27723e-05,0.000240121,0.206726,0.220443,0.223396
-589.55,1.14065,4.36025e-05,0.00024185,0.206687,0.2204,0.223317
-590.976,1.14004,4.42682e-05,0.000240694,0.206665,0.220383,0.223348
-589.407,1.14517,4.22687e-05,0.000231677,0.206684,0.220358,0.223354
-588.004,1.14634,4.08126e-05,0.000227497,0.206654,0.220433,0.223309
-591.247,1.15088,3.96198e-05,0.000221262,0.20664,0.220408,0.223256
-589.19,1.14514,4.22096e-05,0.000231344,0.206643,0.220407,0.223345
-588.217,1.14683,4.09905e-05,0.000226086,0.206687,0.220474,0.223351
-588.161,1.14582,4.07881e-05,0.000224259,0.206665,0.220456,0.223381
-592.833,1.14898,4.03744e-05,0.000232218,0.206643,0.220373,0.223437
-589.789,1.14667,3.98336e-05,0.000218967,0.206621,0.220389,0.223409
-589.491,1.14948,3.97248e-05,0.000219832,0.206607,0.220347,0.223398
-588.175,1.14615,4.14583e-05,0.000231381,0.206576,0.220314,0.22342
-588.881,1.14282,4.19377e-05,0.000229574,0.206579,0.220305,0.223409
-592.878,1.14979,3.82538e-05,0.00020983,0.206565,0.220322,0.223456
-589.058,1.14632,4.11571e-05,0.000224161,0.206527,0.220338,0.223453
-588.894,1.14718,4.03439e-05,0.00022044,0.206571,0.220354,0.223458
-588.643,1.14649,4.10271e-05,0.000224275,0.2065,0.220387,0.223439
-588.53,1.14618,4.05493e-05,0.000226402,0.206469,0.220387,0.223461
-588.624,1.14702,4.11828e-05,0.000230501,0.206472,0.220386,0.223499
-589.571,1.14283,4.27791e-05,0.000231913,0.206459,0.220402,0.223505
-587.976,1.14452,4.16158e-05,0.000231918,0.206486,0.220402,0.223494
-590.77,1.14813,3.91113e-05,0.000216891,0.206514,0.220361,0.223515
-591.081,1.1481,4.13082e-05,0.000233214,0.206509,0.220278,0.223513
-589.318,1.14097,4.30705e-05,0.000237216,0.206536,0.220286,0.223559
-588.641,1.14656,4.15026e-05,0.000229883,0.206547,0.220302,0.223556
-588.245,1.1468,4.07368e-05,0.000228039,0.206534,0.220327,0.22352
-590.375,1.1465,3.98838e-05,0.000223168,0.206495,0.220343,0.223616
-587.803,1.14616,4.10387e-05,0.000227176,0.206515,0.220351,0.223588
-588.971,1.14504,4.07038e-05,0.00022534,0.206501,0.220326,0.223553
-587.942,1.14571,4.15404e-05,0.000229495,0.206479,0.22035,0.223566
-588.812,1.14558,4.15157e-05,0.000226255,0.206441,0.220374,0.223604
-588.002,1.14343,4.24364e-05,0.000235117,0.206461,0.220382,0.223601
-590.241,1.14574,4.22176e-05,0.00023858,0.206431,0.22039,0.223623
-589.71,1.14116,4.38114e-05,0.000244059,0.206369,0.220365,0.223595
-589.784,1.1411,4.38194e-05,0.000239816,0.20638,0.220349,0.223617
-588.02,1.14585,4.14781e-05,0.000228773,0.20644,0.220308,0.223589
-589.062,1.14686,4.13549e-05,0.000232628,0.206491,0.220316,0.223554
-588.413,1.14295,4.22179e-05,0.000231146,0.206519,0.220307,0.223543
-588.556,1.14746,4.04697e-05,0.000227005,0.206497,0.220315,0.223499
-587.898,1.1458,4.09157e-05,0.00022677,0.2065,0.220274,0.22348
-588.411,1.14325,4.18796e-05,0.000232026,0.206478,0.220282,0.223502
-589.628,1.14317,4.30256e-05,0.000242273,0.206514,0.220282,0.223499
-587.729,1.14503,4.14619e-05,0.000230008,0.206444,0.220274,0.223529
-588.362,1.1447,4.1515e-05,0.000232641,0.20643,0.220273,0.223566
-589.654,1.1412,4.26622e-05,0.000233804,0.206458,0.220225,0.223531
-591.589,1.14028,4.47914e-05,0.0002474,0.20642,0.220241,0.22356
-590.389,1.13967,4.37737e-05,0.000239657,0.206399,0.220232,0.223549
-590.624,1.13961,4.38546e-05,0.00023911,0.206393,0.220248,0.22349
-588.442,1.14444,4.11785e-05,0.000226676,0.206413,0.220256,0.223471
-588.354,1.14334,4.21462e-05,0.000230408,0.206423,0.220256,0.22342
-589.863,1.14614,4.08659e-05,0.000231889,0.20641,0.22028,0.223409
-588.561,1.14549,4.15952e-05,0.00022729,0.206421,0.220239,0.223382
-588.093,1.14355,4.25364e-05,0.000235361,0.206432,0.220183,0.223396
-588.604,1.14289,4.29312e-05,0.000235836,0.206459,0.220159,0.223449
-588.489,1.14238,4.24291e-05,0.000233792,0.206446,0.220167,0.223398
-588.664,1.14459,4.24716e-05,0.000235142,0.206465,0.220183,0.223468
-588.183,1.14458,4.16908e-05,0.000227988,0.206468,0.220166,0.223465
-587.961,1.14475,4.1593e-05,0.000232076,0.206502,0.220254,0.223446
-588.071,1.14583,4.08414e-05,0.00022469,0.206473,0.220278,0.223515
-590.427,1.14801,3.95539e-05,0.000222966,0.206444,0.220294,0.223537
-588.117,1.14662,4.04999e-05,0.000224276,0.206463,0.220254,0.22351
-588.155,1.14584,4.07099e-05,0.000225336,0.206458,0.220269,0.223459
-588.866,1.14805,4.04471e-05,0.000227123,0.206508,0.220293,0.223472
